Gene_symbol	Chromosome	Start position	End position	Ensembl
HERPUD2	7	35632659	35695135	ENST00000396081
CTNNB1	3	41199389	41240443	ENST00000396185
TAX1BP1	7	27740189	27829263	ENST00000396319
RPL7	8	73291040	73295789	ENST00000396466
SLC30A5	5	69093646	69131069	ENST00000396591
RPS8	1	44775437	44778779	ENST00000396651
ATF4	22	39520564	39522685	ENST00000396680
TPI1	12	6867531	6870828	ENST00000396705
DDX17	22	38483440	38506337	ENST00000396821
GAPDH	12	6534754	6538339	ENST00000396859
UBE2G1	17	4269259	4366482	ENST00000396981
GPAT4	8	41578200	41625001	ENST00000396987
PRKAA1	5	40759379	40798198	ENST00000397128
SMU1	9	33041764	33076659	ENST00000397149
PAFAH1B1	17	2593746	2685615	ENST00000397195
DEK	6	18223868	18264823	ENST00000397239
PLAA	9	26904083	26947463	ENST00000397292
DDX51	12	132136594	132144335	ENST00000397333
HAGH	16	1809103	1826841	ENST00000397353
MRPS34	16	1771890	1773155	ENST00000397375
UBE2I	16	1309510	1327017	ENST00000397514
MORC2	22	30925130	30968298	ENST00000397641
RAB2B	14	21459020	21476973	ENST00000397762
MED13	17	61942605	62065282	ENST00000397786
INTS10	8	19817140	19852078	ENST00000397977
PIP4P1	14	20457858	20461465	ENST00000398020
CTDSP2	12	57819927	57846739	ENST00000398073
ADD1	4	2875896	2930076	ENST00000398129
KHSRP	19	6413348	6424794	ENST00000398148
HDDC2	6	125275886	125301975	ENST00000398153
SHARPIN	8	144098637	144104190	ENST00000398712
UBE2D2	5	139561166	139628433	ENST00000398733
TOMM6	6	41787665	41789896	ENST00000398881
TOMM6	6	41787662	41789898	ENST00000398884
LCMT1	16	25111729	25178231	ENST00000399069
C4orf3	4	119296419	119304445	ENST00000399075
ALKBH5	17	18184239	18209954	ENST00000399138
SMIM11A	21	34375500	34389154	ENST00000399292
MRPS6	21	34073523	34143034	ENST00000399312
TINF2	14	24239643	24242663	ENST00000399423
C22orf39	22	19440886	19447692	ENST00000399568
POLR1D	13	27621954	27623452	ENST00000399696
POLR1D	13	27621779	27667415	ENST00000399697
DDX3X	X	41334162	41350274	ENST00000399959
VAPA	18	9914002	9960021	ENST00000400000
FKBP1A	20	1368978	1393162	ENST00000400137
RPRD2	1	150364650	150476566	ENST00000401000
UQCR10	22	29767374	29770027	ENST00000401406
PPP6R2	22	50419442	50444390	ENST00000401672
RPS14	5	150442635	150449696	ENST00000401695
CEBPZOS	2	37196488	37204741	ENST00000402297
RANBP1	22	20117424	20127355	ENST00000402752
IFRD1	7	112450428	112476192	ENST00000403825
ARHGAP35	19	46918676	47005077	ENST00000404338
PSMG3	7	1567351	1570045	ENST00000404674
RPS27A	2	55232678	55235755	ENST00000404735
NT5C2	10	103088017	103174982	ENST00000404739
TAPT1	4	16160505	16226541	ENST00000405303
EIF3D	22	36510899	36528897	ENST00000405442
ATRAID	2	27212370	27217178	ENST00000405489
RPL10	X	154398890	154400909	ENST00000406022
RELA	11	65653596	65663094	ENST00000406246
RMDN1	8	86472350	86508780	ENST00000406452
COMT	22	19951503	19969016	ENST00000406520
ILF3	19	10654328	10685765	ENST00000407004
PPP1R7	2	241149638	241183024	ENST00000407025
THAP4	2	241584405	241637449	ENST00000407315
ELAVL1	19	7958579	8005608	ENST00000407627
AKT1	14	104769349	104795679	ENST00000407796
SETD5	3	9428925	9478154	ENST00000407969
NGDN	14	23469688	23478193	ENST00000408901
CCNL2	1	1392288	1399317	ENST00000408918
CUL3	2	224473922	224569825	ENST00000409096
PTMA	2	231708509	231713541	ENST00000409115
FAM168B	2	131047876	131093428	ENST00000409185
RPL31	2	101002293	101006418	ENST00000409320
VPS54	2	63892146	64019072	ENST00000409558
BZW1	2	200811546	200827338	ENST00000409600
SERF2	15	43792839	43794046	ENST00000409614
PSMD14	2	161308038	161411717	ENST00000409682
RPL31	2	101002293	101006419	ENST00000409733
RAB1A	2	65086855	65130106	ENST00000409784
KCMF1	2	84971093	85059472	ENST00000409785
ELOB	16	2771414	2777297	ENST00000409906
TBC1D10B	16	30357102	30370264	ENST00000409939
PRPF40A	2	152651593	152717981	ENST00000410080
R3HCC1	8	23287929	23296121	ENST00000411463
HNRNPA3	2	177212749	177223958	ENST00000411529
SMIM26	20	18567420	18569563	ENST00000411646
RPL15	3	23917147	23919411	ENST00000412097
HLA-B	6	31353872	31357187	ENST00000412585
PPP6R1	19	55229780	55258995	ENST00000412770
PWP1	12	107685732	107713167	ENST00000412830
ERVK3-1	19	58305319	58315663	ENST00000413518
RPL15	3	23917132	23920989	ENST00000413699
SMIM19	8	42541613	42552980	ENST00000414154
MEPCE	7	100428817	100434117	ENST00000414441
SNRPE	1	203861615	203870550	ENST00000414487
SS18	18	26016253	26090625	ENST00000415083
NOP14	4	2937933	2963385	ENST00000416614
IK	5	140647770	140662478	ENST00000417647
RHOA	3	49359145	49412202	ENST00000418115
ELOA	1	23743155	23762059	ENST00000418390
DUSP22	6	292462	351353	ENST00000419235
GPX1	3	49357171	49358600	ENST00000419783
STRAP	12	15882395	15903478	ENST00000419869
CDV3	3	133574457	133590260	ENST00000420115
SCYL1	11	65525085	65538704	ENST00000420247
CRTC3	15	90529925	90645345	ENST00000420329
SUMO2	17	75165586	75182983	ENST00000420826
GOLGA2	9	128255829	128275989	ENST00000421699
INPP5K	17	1494571	1516888	ENST00000421807
TMEM41A	3	185489601	185499057	ENST00000421852
CIAO2B	16	66932055	66934400	ENST00000422424
CNBP	3	129169484	129183922	ENST00000422453
RPL23A	17	28719393	28724359	ENST00000422514
GLG1	16	74451959	74607094	ENST00000422840
ANXA11	10	80155124	80205572	ENST00000422982
EIF2B1	12	123620406	123633766	ENST00000424014
MMP24OS	20	35277150	35278129	ENST00000424358
SF3B1	2	197393052	197399028	ENST00000424674
RNF216	7	5620047	5781696	ENST00000425013
LDB1	10	102107583	102120453	ENST00000425280
ISOC2	19	55452989	55461569	ENST00000425675
TSTA3	8	143612618	143617566	ENST00000425753
SHISA5	3	48467876	48473208	ENST00000426002
SNX3	6	108211513	108260964	ENST00000426155
ARFGAP2	11	47164299	47177125	ENST00000426335
SP1	12	53380639	53416446	ENST00000426431
DNAJC7	17	41976479	42017151	ENST00000426588
HUWE1	X	53532096	53549505	ENST00000426907
FTSJ3	17	63819433	63827671	ENST00000427159
AARSD1	17	42950546	42964476	ENST00000427569
FBXO21	12	117143781	117190471	ENST00000427718
PMPCB	7	103297435	103312415	ENST00000428154
ABHD4	14	22598237	22613215	ENST00000428304
DNAJB6	7	157336966	157386324	ENST00000429029
CACTIN	19	3610641	3626815	ENST00000429344
MAP4	3	47850690	47909267	ENST00000429422
MYCBP2	13	77044902	77087514	ENST00000429715
GALNT11	7	152025693	152122347	ENST00000430044
TBL1XR1	3	177019355	177196478	ENST00000430069
NDUFAF8	17	81239239	81241281	ENST00000431388
MED19	11	57703714	57712323	ENST00000431606
DELE1	5	141923808	141942047	ENST00000432126
AKIRIN1	1	38991223	39006059	ENST00000432648
PET117	20	18137873	18143169	ENST00000432901
ZBED5	11	10852704	10858073	ENST00000432999
PCYOX1	2	70258137	70281191	ENST00000433351
PPT1	1	40072726	40097252	ENST00000433473
HSBP1	16	83807843	83819737	ENST00000433866
TAPBP	6	33299694	33314387	ENST00000434618
SLC25A28	10	99610522	99620147	ENST00000434701
GSPT1	16	11868128	11915920	ENST00000434724
UBE2J1	6	89326625	89352848	ENST00000435041
MLF2	12	6748004	6752916	ENST00000435120
TOR1AIP1	1	179882696	179920077	ENST00000435319
SMIM26	20	18567347	18569563	ENST00000435844
RPL32	3	12836050	12841545	ENST00000435983
CHID1	11	869767	910831	ENST00000436108
USP34	2	61187550	61204330	ENST00000436269
RPL10	X	154398367	154400811	ENST00000436473
PARN	16	14435701	14630267	ENST00000437198
TMA7	3	48440257	48444208	ENST00000438607
HMGB2	4	173331701	173333672	ENST00000438704
PSMD2	3	184300581	184309048	ENST00000439383
RPL38	17	74203582	74209880	ENST00000439590
MRPL22	5	154941095	154966966	ENST00000439747
HERPUD1	16	56932048	56944863	ENST00000439977
FZR1	19	3506273	3538330	ENST00000441788
BAG6	6	31639028	31641228	ENST00000441793
UBA52	19	18571860	18577550	ENST00000442744
ZNF146	19	36215133	36238774	ENST00000443387
CRY2	11	45847406	45883247	ENST00000443527
HCFC1	X	153947557	153954121	ENST00000444191
CCDC124	19	17933016	17943937	ENST00000445755
VPS52	6	33250272	33271894	ENST00000445902
DCAF11	14	24114780	24125240	ENST00000446197
COMMD7	20	32702703	32743455	ENST00000446419
SDCBP	8	58553216	58582846	ENST00000447182
UBP1	3	33388339	33440010	ENST00000447368
NFYC	1	40691709	40771603	ENST00000447388
TECPR1	7	98214624	98252251	ENST00000447648
GDI1	X	154436920	154443467	ENST00000447750
DCTN4	5	150708440	150759109	ENST00000447998
SMARCD2	17	63832084	63842940	ENST00000448276
TATDN2	3	10248912	10281218	ENST00000448281
CHTF8	16	69118010	69132570	ENST00000448552
RPL35A	3	197950190	197955851	ENST00000448864
AP2A2	11	925881	1012239	ENST00000448903
HNRNPC	14	21210556	21234245	ENST00000449098
C11orf68	11	65916810	65919062	ENST00000449692
U2AF2	19	55654146	55674715	ENST00000450554
GOLGA3	12	132768915	132822311	ENST00000450791
TMSB4X	X	12975108	12977227	ENST00000451311
NOL7	6	13615327	13621205	ENST00000451315
CNBP	3	129169487	129183899	ENST00000451728
POLD2	7	44114785	44123530	ENST00000452185
UBE2D3	4	102794383	102827812	ENST00000453744
OTUD4	4	145133649	145179680	ENST00000454497
MCRIP1	17	81822411	81833268	ENST00000455127
SYPL1	7	106090503	106112331	ENST00000455385
BSDC1	1	32365103	32394448	ENST00000455895
RPL31	2	101002691	101006071	ENST00000456292
RPL37A	2	216499086	216501463	ENST00000456586
OST4	2	27070472	27071773	ENST00000456793
SMIM12	1	34855169	34859755	ENST00000456842
TMED7	5	115613508	115626173	ENST00000456936
TMED4	7	44577894	44582259	ENST00000457408
SNX27	1	151612082	151699074	ENST00000458013
CDKN2AIPNL	5	134402087	134411898	ENST00000458198
AGFG1	2	227536955	227554912	ENST00000458212
RPL10	X	154398378	154400917	ENST00000458500
CDS2	20	5126786	5197887	ENST00000460006
YIPF6	X	68498323	68537285	ENST00000462683
RAB9A	X	13689125	13710506	ENST00000464506
SRPRB	3	133784033	133821492	ENST00000466490
RPL13A	19	49487634	49491843	ENST00000467825
POLR2F	22	37953727	37967801	ENST00000470701
SELENOT	3	150603288	150630435	ENST00000471696
RHEB	7	151466874	151519183	ENST00000472642
BTF3L4	1	52056304	52088418	ENST00000472944
LMF2	22	50502949	50507691	ENST00000474879
MRPS14	1	175012958	175023425	ENST00000476371
MRPL47	3	179588285	179604654	ENST00000476781
GSTK1	7	143263456	143269115	ENST00000479303
TCAF1	7	143851375	143902155	ENST00000479870
C6orf89	6	36885854	36928964	ENST00000480824
COX7B	X	77899438	77907373	ENST00000481445
CUTA	6	33416543	33418122	ENST00000488034
RPL7L1	6	42879635	42889896	ENST00000493763
PGAM5	12	132710819	132722734	ENST00000498926
LRPAP1	4	3503597	3532559	ENST00000500728
RPL41	12	56116590	56117832	ENST00000501597
TMEM167A	5	83052846	83077496	ENST00000502346
HMGXB3	5	150000718	150052823	ENST00000502717
CNBP	3	129169484	129183905	ENST00000502976
SPCS3	4	176319964	176332245	ENST00000503362
CTBP1	4	1211685	1214462	ENST00000503594
SEC31A	4	82818661	82844460	ENST00000503937
MRPL36	5	1798386	1799839	ENST00000505059
LUC7L3	17	50719544	50756213	ENST00000505658
MRPS30	5	44808925	44815522	ENST00000507110
HNRNPDL	4	82424625	82429397	ENST00000507721
RPL37	5	40833879	40835212	ENST00000508493
COPG1	3	129265752	129277457	ENST00000509889
RPS23	5	82275421	82278396	ENST00000510019
RPS23	5	82275244	82278351	ENST00000512493
NME2	17	51166278	51171747	ENST00000512737
CLCN3	4	169620521	169723673	ENST00000513761
ZBTB38	3	141387812	141449792	ENST00000514251
SKP1	5	134157508	134176719	ENST00000517625
UQCRB	8	96230942	96235539	ENST00000518406
PABPC1	8	100703099	100722087	ENST00000519004
ATP6V0E1	5	172983757	173035445	ENST00000519374
RNF19A	8	100257060	100303259	ENST00000519449
ATXN7L3B	12	74537827	74545430	ENST00000519948
CCAR2	8	22614388	22620468	ENST00000520738
SKP1	5	134157392	134176920	ENST00000521216
RPS14	5	150444233	150448913	ENST00000521466
PCM1	8	17972583	18027747	ENST00000522275
RPL27A	11	8682789	8685847	ENST00000524496
EIF3M	11	32583834	32602823	ENST00000524896
C11orf98	11	62662816	62665217	ENST00000524958
NDUFC2	11	78069858	78079819	ENST00000525085
RPS13	11	17074389	17077787	ENST00000525634
EIF4G2	11	10797053	10807462	ENST00000525681
SELENOS	15	101272182	101277446	ENST00000526049
ATPAF1	1	46635079	46665372	ENST00000526821
RPS3	11	75399542	75404109	ENST00000527273
FAU	11	65120631	65122113	ENST00000527548
RPS25	11	119015712	119018690	ENST00000527673
RIC8A	11	209069	215113	ENST00000527696
PAFAH1B2	11	117144267	117171048	ENST00000527958
NDUFC2	11	78072864	78079861	ENST00000528164
HSF1	8	144291598	144314722	ENST00000528838
KIAA0100	17	28614440	28645131	ENST00000528896
KDM2A	11	67119687	67258087	ENST00000529006
CKAP5	11	46743048	46846229	ENST00000529230
FAU	11	65120628	65122473	ENST00000529639
RPL27A	11	8682810	8685848	ENST00000530022
EID1	15	48877886	48880183	ENST00000530028
TPT1	13	45333471	45341370	ENST00000530705
BRK1	3	10115592	10127190	ENST00000530758
PICALM	11	85957684	86069059	ENST00000532317
RPL27A	11	8682792	8685848	ENST00000532359
RPL8	8	144789809	144792153	ENST00000533397
RPL38	17	74203704	74209896	ENST00000533498
SAMD1	19	14087840	14090708	ENST00000533683
ARCN1	11	118572436	118603033	ENST00000534182
SELENOH	11	57741353	57743038	ENST00000534355
TMEM258	11	61788963	61792610	ENST00000537328
CDK2AP1	12	123261003	123269239	ENST00000538446
PSMA5	1	109402013	109426132	ENST00000538610
MNAT1	14	60734776	60968678	ENST00000539616
TRMT112	11	64316696	64317553	ENST00000539854
SEPT9	17	77450737	77500594	ENST00000541152
SDHAF2	11	61430105	61446697	ENST00000542074
TMBIM4	12	66137920	66169999	ENST00000542724
CCT4	2	61868125	61888671	ENST00000544079
LSM14A	19	34172566	34229515	ENST00000544216
CAND1	12	67298972	67314608	ENST00000544619
H2AFJ	12	14774383	14775026	ENST00000544848
NACA	12	56712504	56725354	ENST00000546392
CALCOCO1	12	53711119	53714629	ENST00000546443
PCBP2	12	53452325	53479683	ENST00000546463
HNRNPA1	12	54280193	54287087	ENST00000546500
RPL41	12	56116586	56117943	ENST00000546591
CD63	12	55725470	55727900	ENST00000546939
TRIAP1	12	120443961	120446412	ENST00000546954
NAP1L1	12	76049589	76084666	ENST00000548044
DCTN2	12	57530102	57547331	ENST00000548249
RPL18	19	48615366	48619177	ENST00000549273
NACA	12	56712428	56719600	ENST00000550920
RNASEK	17	7012632	7014532	ENST00000552039
PCBP2	12	53454734	53479824	ENST00000552819
SLC25A3	12	98593660	98601708	ENST00000552981
RPL36A	X	101390983	101395795	ENST00000553110
C14orf119	14	23095525	23098271	ENST00000554203
HNRNPC	14	21210550	21269425	ENST00000554455
NUMB	14	73275107	73458617	ENST00000554546
VTI1B	14	67647075	67674831	ENST00000554659
HECTD1	14	31100112	31127868	ENST00000554882
NPC2	14	74479933	74493512	ENST00000555619
ITPK1	14	92939753	93115871	ENST00000556603
ERH	14	69380123	69398627	ENST00000557016
SLIRP	14	77708071	77717598	ENST00000557342
SRP14	15	40036042	40039050	ENST00000558720
DUT	15	48331405	48342293	ENST00000558813
RPL28	19	55385932	55391803	ENST00000558815
RPL28	19	55385961	55388373	ENST00000559463
SECISBP2L	15	48988638	49046563	ENST00000559471
SPG11	15	44562697	44584527	ENST00000559511
SNX1	15	64096000	64138006	ENST00000559844
CERS2	1	150965173	150967725	ENST00000560793
TSPAN3	15	77046060	77071122	ENST00000561277
RPS15A	16	18782956	18790383	ENST00000563390
RNPS1	16	2253126	2264331	ENST00000566397
ARPP19	15	52547045	52569239	ENST00000566423
UBFD1	16	23557721	23574387	ENST00000567212
RPL13	16	89560681	89563080	ENST00000567815
ZNF865	19	55605405	55617269	ENST00000568956
NUTF2	16	67847161	67871323	ENST00000569436
RPL4	15	66501785	66504845	ENST00000569438
CDIPT	16	29858385	29863205	ENST00000569956
OVCA2	17	2041936	2043430	ENST00000572195
GABARAP	17	7241271	7242447	ENST00000573928
STX8	17	9250487	9575837	ENST00000574431
PELP1	17	4671385	4704129	ENST00000574876
ANAPC11	17	81891732	81900356	ENST00000574924
CIC	19	42284665	42295797	ENST00000575354
GABARAP	17	7240408	7241819	ENST00000577035
RPL23	17	38850114	38853737	ENST00000577407
MSL1	17	40122573	40130293	ENST00000577454
UBB	17	16380931	16382526	ENST00000577640
YTHDC1	4	68313324	68349753	ENST00000579690
ANAPC11	17	81891720	81900252	ENST00000579978
DYNLL2	17	58083415	58095536	ENST00000579991
TOM1L2	17	17843511	17972410	ENST00000581396
SRSF1	17	58003360	58007261	ENST00000582730
RPL38	17	74203693	74209878	ENST00000584577
PSMG2	18	12658738	12725740	ENST00000585331
LONP1	19	5691835	5720146	ENST00000585374
TBCB	19	36115838	36125945	ENST00000585746
SMAD2	18	47841225	47896811	ENST00000586040
RAD23A	19	12945888	12953642	ENST00000586534
UBL5	19	9827892	9830114	ENST00000586895
C19orf53	19	13774168	13778461	ENST00000588234
SNRPD2	19	45687463	45692316	ENST00000588301
CAPNS1	19	36140127	36150352	ENST00000588815
GPI	19	34364793	34400245	ENST00000588991
NFIC	19	3359563	3469217	ENST00000589123
G6PC3	17	44074734	44076344	ENST00000590253
TXNL1	18	56602822	56651128	ENST00000590954
MBD1	18	50268846	50281769	ENST00000591416
EIF1	17	41688887	41691212	ENST00000591776
UQCR11	19	1597172	1605490	ENST00000591899
PPP1R12C	19	55090914	55094796	ENST00000591938
NCLN	19	3203797	3209575	ENST00000592737
PPP1R12C	19	55091416	55117413	ENST00000592993
TMEM205	19	11342776	11346300	ENST00000593256
RPS19	19	41860446	41871416	ENST00000593863
KHSRP	19	6414457	6415684	ENST00000594496
SLC35E1	19	16549831	16572382	ENST00000595753
NOSIP	19	49555711	49580572	ENST00000596358
WDR83OS	19	12668071	12669489	ENST00000596731
UBA52	19	18573265	18575241	ENST00000597451
WDR83OS	19	12668145	12669401	ENST00000598732
RPS19	19	41859918	41872926	ENST00000598742
RPS28	19	8321500	8323340	ENST00000600659
RPL37A	2	216498850	216529454	ENST00000600880
SELENOW	19	47778572	47784681	ENST00000601048
LAMTOR5	1	110401253	110407708	ENST00000602318
DNAJC3	13	95677139	95794989	ENST00000602402
NCBP2-AS2	3	196942623	196943540	ENST00000602845
PSMC3	11	47418769	47426266	ENST00000602866
RER1	1	2391833	2405444	ENST00000605895
NDUFB1	14	92116125	92121727	ENST00000605997
WDR6	3	49007393	49015953	ENST00000608424
FBXW2	9	120756974	120793412	ENST00000608872
