,Gene_symbol,Chromosome,Start.position,End.position,Ensembl,Gene.Symbol,Pearson,Spearman
4131,TCP1,6,159778498,159789749,ENST00000321394,TCP1,0.381480149,0.381979475
NA.99,DNAJC4,11,64230278,64234281,ENST00000321685,NA,NA,NA
2963,ULK1,12,131894651,131923167,ENST00000321867,ULK1,0.232040461,0.308958677
1188,POLR2L,11,839721,842545,ENST00000322028,POLR2L,0.173275324,0.144798928
6436,SET,9,128689226,128696388,ENST00000322030,SET,0.486866995,0.494707863
5603,NPEPPS,17,47531064,47623276,ENST00000322157,NPEPPS,0.484577967,0.456010641
371,RPL10A,6,35468408,35470785,ENST00000322203,RPL10A,0.014465681,0.014024162
1348,SMC1A,X,53374149,53422728,ENST00000322213,SMC1A,0.135423649,0.165409588
5390,SSNA1,9,137188647,137190370,ENST00000322310,SSNA1,0.504667443,0.44685891
6229,ZBTB7A,19,4044364,4066945,ENST00000322357,ZBTB7A,0.469307646,0.485686556
1580,MAF1,8,144104499,144107611,ENST00000322428,MAF1,0.184689003,0.188058932
2067,SF3B2,11,66052336,66068911,ENST00000322535,SF3B2,0.279763696,0.237124151
7931,RUVBL1,3,128080960,128123824,ENST00000322623,RUVBL1,0.51108579,0.564985418
NA.100,EPM2AIP1,3,36985043,36993168,ENST00000322716,NA,NA,NA
5903,NCL,2,231453531,231464594,ENST00000322723,NCL,0.45977547,0.470941685
9612,NAPG,18,10526034,10552760,ENST00000322897,NAPG,0.666888427,0.65987094
1074,FAM206A,9,108934181,108940968,ENST00000322940,FAM206A,0.109367867,0.13194616
465,RPS15A,16,18781295,18790334,ENST00000322989,RPS15A,0.047290511,0.035098006
1150,RRP7A,22,42509968,42519802,ENST00000323013,RRP7A,0.137217898,0.1410056
NA.101,SLC35A4,5,140564456,140569103,ENST00000323146,NA,NA,NA
294,RPL7A,9,133348214,133351426,ENST00000323345,RPL7A,-0.017751906,-0.003270691
4390,SENP5,3,196867856,196934714,ENST00000323460,SENP5,0.378325932,0.395845309
6916,DEGS1,1,224183171,224193441,ENST00000323699,DEGS1,0.538491713,0.517171511
1791,USP39,2,85616186,85649277,ENST00000323701,USP39,0.205976532,0.210930424
4908,SRRM1,1,24643012,24673267,ENST00000323848,SRRM1,0.419283844,0.423790411
710,ANAPC2,9,137174784,137188537,ENST00000323927,ANAPC2,0.060397017,0.082554748
7284,ZKSCAN1,7,100015581,100041689,ENST00000324306,ZKSCAN1,0.536638229,0.534676421
4662,USP9X,X,41085635,41236579,ENST00000324545,USP9X,0.418542874,0.410112634
9538,SAV1,14,50633636,50668331,ENST00000324679,SAV1,0.626593206,0.654862739
2200,PRPSAP1,17,76310934,76354198,ENST00000324684,PRPSAP1,0.261967106,0.247878093
6192,ARID1A,1,26696033,26782110,ENST00000324856,ARID1A,0.412590234,0.484356472
3137,PRPF3,1,150321476,150353195,ENST00000324862,PRPF3,0.328618252,0.319465287
7201,CHMP6,17,80991841,81000133,ENST00000325167,CHMP6,0.554834359,0.531247577
3300,CUL1,7,148698912,148801036,ENST00000325222,CUL1,0.313252451,0.331267316
4577,FBXW5,9,136940435,136944650,ENST00000325285,FBXW5,0.41164724,0.405953111
6070,MIEF1,22,39502353,39518132,ENST00000325301,MIEF1,0.463465991,0.478487349
3191,HNRNPM,19,8444958,8489114,ENST00000325495,HNRNPM,0.323967602,0.323929059
6071,KIAA0319L,1,35433490,35557413,ENST00000325722,KIAA0319L,0.493791867,0.478587996
8245,PRKRA,2,178431414,178451231,ENST00000325748,PRKRA,0.580866555,0.581025622
1219,RNF10,12,120534351,120577594,ENST00000325954,RNF10,0.218771598,0.149757163
4123,CCZ1,7,5898734,5925974,ENST00000325974,CCZ1,0.376313137,0.381452377
NA.102,OAZ2,15,64687573,64703281,ENST00000326005,NA,NA,NA
4962,SLC4A1AP,2,27663471,27694969,ENST00000326019,SLC4A1AP,0.4211143,0.427379993
886,TRAF7,16,2155765,2178129,ENST00000326181,TRAF7,0.104635225,0.106029069
543,RPS10,6,34417454,34426125,ENST00000326199,RPS10,0.02832887,0.050996741
439,LENG8,19,54448887,54462037,ENST00000326764,LENG8,0.036829366,0.031051119
5421,STK11,19,1206464,1228435,ENST00000326873,STK11,0.495902922,0.447581413
1372,NDUFAF3,3,49021011,49023495,ENST00000326925,NDUFAF3,0.190843588,0.16858628
1166,NOC2L,1,944204,959290,ENST00000327044,NOC2L,0.148715026,0.142793694
4220.1,AES,19,3053162,3062557,ENST00000327141,AES,0.478016696,0.386386389
1449,TIMM22,17,997117,1003671,ENST00000327158,TIMM22,0.185333079,0.176080106
5736,KHDRBS1,1,32013829,32043882,ENST00000327300,KHDRBS1,0.489317768,0.463073481
6090,SEPHS1,10,13317424,13348297,ENST00000327347,SEPHS1,0.498420408,0.479384636
4261,ADI1,2,3497361,3519736,ENST00000327435,ADI1,0.412354295,0.388653396
NA.103,BTBD6,14,105248671,105251084,ENST00000327471,NA,NA,NA
8334,TOB2,22,41433492,41447023,ENST00000327492,TOB2,0.605046283,0.585104801
3675,RASSF1,3,50329782,50337464,ENST00000327761,RASSF1,0.390542945,0.35375247
718,NDUFA12,12,94971333,95003770,ENST00000327772,NDUFA12,0.051956154,0.083682735
2547,C16orf72,16,9091648,9121640,ENST00000327827,C16orf72,0.455762772,0.2776979
5382,TUBB,6,30720201,30725426,ENST00000327892,TUBB,0.451766846,0.446441555
350,RAB11B,19,8390199,8404434,ENST00000328024,RAB11B,0.018784066,0.009058907
NA.104,NPIPA1,16,14937443,14952056,ENST00000328085,NA,NA,NA
NA.105,PLPBP,8,37762593,37779767,ENST00000328195,NA,NA,NA
6653,COA3,17,42797634,42798704,ENST00000328434,COA3,0.539681052,0.505667192
32,IP6K2,3,48688003,48717250,ENST00000328631,IP6K2,-0.172077371,-0.19272469
2496,CIB1,15,90229975,90234047,ENST00000328649,CIB1,0.285619296,0.273751519
2539,HAX1,1,154272511,154275875,ENST00000328703,HAX1,0.32299762,0.276852072
2527,COA5,2,98599310,98608492,ENST00000328709,COA5,0.271415897,0.276398989
387,NOP10,15,34341713,34343177,ENST00000328848,NOP10,0.035192643,0.017252529
3227,HGS,17,81683932,81702119,ENST00000329138,HGS,0.374545241,0.326481364
NA.106,EEF1G,11,62559601,62573973,ENST00000329251,NA,NA,NA
11184,RAB12,18,8609445,8639382,ENST00000329286,RAB12,0.786344959,0.7673227
965,GTF3C6,6,110958560,110967890,ENST00000329970,GTF3C6,0.181930125,0.117847868
795,UQCR10,22,29767369,29770413,ENST00000330029,UQCR10,0.105756964,0.095673416
1945,MRPL54,19,3762664,3767565,ENST00000330133,MRPL54,0.249281524,0.224424668
2617,MRTO4,1,19251539,19260128,ENST00000330263,MRTO4,0.219343282,0.28325645
6099,VMA21,X,151397204,151409364,ENST00000330374,VMA21,0.497056969,0.479774262
316,ATP6V0C,16,2513870,2520218,ENST00000330398,ATP6V0C,0,0
2708,KDELR1,19,48382570,48391553,ENST00000330720,KDELR1,0.270873415,0.291424194
2705,DNAJA1,9,33025211,33039907,ENST00000330899,DNAJA1,0.255681104,0.291120396
9788,PTTG1IP,21,44849585,44873837,ENST00000330938,PTTG1IP,0.680038663,0.671376167
8856,NPLOC4,17,81556887,81637146,ENST00000331134,NPLOC4,0.620891457,0.613478499
4245,GLRX3,10,130136399,130179664,ENST00000331244,GLRX3,0.402329816,0.387657712
8370,FBXW4,10,101610666,101695259,ENST00000331272,FBXW4,0.661761392,0.587122736
6301,GLRX5,14,95534593,95544718,ENST00000331334,GLRX5,0.511432015,0.48910882
1050,DRG1,22,31399523,31434452,ENST00000331457,DRG1,0.147288231,0.128250657
56,SMDT1,22,42079695,42084284,ENST00000331479,SMDT1,-0.202782758,-0.145116052
2660.1,EEF1A1,6,73517521,73521721,ENST00000331523,EEF1A1,0.236767539,0.287363829
3331,TBK1,12,64451880,64502108,ENST00000331710,TBK1,0.325093132,0.332909007
4101,RSRC2,12,122503458,122526999,ENST00000331738,RSRC2,0.363465122,0.380014664
4756,SETD3,14,99397746,99480879,ENST00000331768,SETD3,0.414142734,0.41505204
NA.107,DEXI,16,10928891,10942460,ENST00000331808,NA,NA,NA
4201,RANBP1,22,20117548,20127181,ENST00000331821,RANBP1,0.418540748,0.385619582
86,ACTG1,17,81509971,81512891,ENST00000331925,ACTG1,-0.132757189,-0.112463654
NA.108,SRPRA,11,126262919,126268959,ENST00000332118,NA,NA,NA
NA.109,C6orf120,6,169702190,169704856,ENST00000332290,NA,NA,NA
6934,HEXIM1,17,45148502,45152101,ENST00000332499,HEXIM1,0.547059935,0.518058594
9453,LAMP1,13,113297241,113323672,ENST00000332556,LAMP1,0.636879356,0.649448579
4115,TMED9,5,177592158,177596124,ENST00000332598,TMED9,0.42487162,0.381011287
5601,TRAK2,2,201377207,201451579,ENST00000332624,TRAK2,0.395473097,0.455890731
5067,XPOT,12,64404350,64451127,ENST00000332707,XPOT,0.421606935,0.431662347
6538,PHF12,17,28905250,28951771,ENST00000332830,PHF12,0.472373691,0.499536821
6797,SUMO3,21,44805617,44818129,ENST00000332859,SUMO3,0.594633252,0.512106698
7569,CRADD,12,93677375,93850736,ENST00000332896,CRADD,0.49558415,0.54708892
NA.110,MRPL12,17,81703357,81707526,ENST00000333676,NA,NA,NA
6874,H1FX,3,129314771,129316277,ENST00000333762,H1FX,0.560737553,0.515533079
2626,POLR3C,1,145824229,145842505,ENST00000334163,POLR3C,0.267002088,0.284399946
7886,DLST,14,74881893,74903745,ENST00000334220,DLST,0.580467256,0.562984417
8309,KPNA4,3,160494995,160565588,ENST00000334256,KPNA4,0.577370698,0.583936297
NA.111,PNRC2,1,23959812,23963462,ENST00000334351,NA,NA,NA
1463,PFDN5,12,53295552,53299450,ENST00000334478,PFDN5,0.18369969,0.177300681
6843,ZMIZ1,10,79069035,79316519,ENST00000334512,ZMIZ1,0.491142771,0.514105471
1704,CHP1,15,41231143,41281890,ENST00000334660,CHP1,0.199942408,0.201651325
921,RPS19BP1,22,39529093,39532855,ENST00000334678,RPS19BP1,0.120834406,0.111224171
4732,PGAM1,10,97426160,97433441,ENST00000334828,PGAM1,0.428046651,0.413480614
787,PPP1CC,12,110719680,110742898,ENST00000335007,PPP1CC,0.0715439,0.094732773
2909,PIP5K1C,19,3630183,3700479,ENST00000335312,PIP5K1C,0.263646578,0.305349676
6559,KLHDC10,7,130070510,130135720,ENST00000335420,KLHDC10,0.482705678,0.500326036
1222,SF3B1,2,197389784,197435091,ENST00000335508,SF3B1,0.141765403,0.150462122
NA.112,ATP5IF1,1,28236133,28238100,ENST00000335514,NA,NA,NA
3577,BTF3,5,73498408,73505495,ENST00000335895,BTF3,0.359269159,0.348329992
8321,PCGF5,10,91220788,91284331,ENST00000336126,PCGF5,0.662103573,0.584632842
NA.113,SARNP,12,55757274,55817756,ENST00000336133,NA,NA,NA
6505,MTDH,8,97644179,97728770,ENST00000336273,MTDH,0.536705802,0.49788667
4328,LARP1,5,154712902,154817607,ENST00000336314,LARP1,0.397872785,0.392169424
2980,AP3S2,15,89830599,89894342,ENST00000336418,AP3S2,0.304522325,0.309830563
4655,EIF5A,17,7307373,7312455,ENST00000336458,EIF5A,0.411158781,0.409785048
4170,SEL1L,14,81471549,81533861,ENST00000336735,SEL1L,0.381365009,0.38406484
3516,DHX15,4,24527475,24584550,ENST00000336812,DHX15,0.334280284,0.344533143
NA.114,ATG101,12,52069971,52077494,ENST00000336854,NA,NA,NA
6613,SEC62,3,169966765,169998373,ENST00000337002,SEC62,0.526578078,0.504015632
NA.115,AZIN1,8,102826357,102864737,ENST00000337198,NA,NA,NA
3394,PCID2,13,113177577,113208711,ENST00000337344,PCID2,0.343790353,0.337299224
3030,WTAP,6,159727588,159749415,ENST00000337387,WTAP,0.308876431,0.312812987
4585,PPP2R5E,14,63371357,63543374,ENST00000337537,PPP2R5E,0.376146286,0.40628359
3488,ZC3H15,2,186486156,186509363,ENST00000337859,ZC3H15,0.37379759,0.342578201
NA.116,ECPAS,9,111360692,111484357,ENST00000338205,NA,NA,NA
3476,TMEM167B,1,109089803,109096934,ENST00000338272,TMEM167B,0.431855864,0.341927394
1884,AURKAIP1,1,1373730,1375495,ENST00000338338,AURKAIP1,0.205434296,0.21880269
4678,PARK7,1,7961663,7985279,ENST00000338639,PARK7,0.464580274,0.410551374
7244,PTGES2,9,128120693,128128462,ENST00000338961,PTGES2,0.53492776,0.532974101
1244,RPL14,3,40457292,40468587,ENST00000338970,RPL14,0.140116717,0.152975417
NA.117,CFAP36,2,55519604,55545079,ENST00000339012,NA,NA,NA
10781,ABHD12,20,25300198,25390976,ENST00000339157,ABHD12,0.728738538,0.736891034
6220,ANP32B,9,97983361,98015943,ENST00000339399,ANP32B,0.484353747,0.485547673
4525,CSDE1,1,114716913,114757983,ENST00000339438,CSDE1,0.474344924,0.403526368
4951,BAZ1B,7,73440398,73522272,ENST00000339594,BAZ1B,0.398215471,0.426787565
1783,NDUFA4,7,10931951,10940256,ENST00000339600,NDUFA4,0.181622953,0.209764838
3495,SERF2,15,43792347,43794046,ENST00000339624,SERF2,0.376280703,0.343168408
6361,SERINC1,6,122443354,122471822,ENST00000339697,SERINC1,0.531427182,0.491942416
NA.118,BORCS7,10,102854223,102864961,ENST00000339834,NA,NA,NA
8480,AIDA,1,222668013,222712524,ENST00000340020,AIDA,0.629409732,0.593234431
135,INTS12,4,105682627,105708681,ENST00000340139,INTS12,-0.060149451,-0.071968125
4227,PRDX6,1,173477266,173488807,ENST00000340385,PRDX6,0.451281201,0.386572495
9351,CAP1,1,40040753,40072641,ENST00000340450,CAP1,0.692229606,0.642488432
3719,GTF2F2,13,45120515,45284909,ENST00000340473,GTF2F2,0.338484545,0.356748062
5160,BRAT1,7,2537877,2555727,ENST00000340611,BRAT1,0.423948581,0.436228326
5689,GOLGB1,3,121663199,121749755,ENST00000340645,GOLGB1,0.462707343,0.460476663
8762,IDS,X,149476990,149505347,ENST00000340855,IDS,0.609943565,0.608562639
8312,WNK1,12,752923,911452,ENST00000340908,WNK1,0.605909188,0.584168004
4744,HNRNPA1,12,54280755,54285214,ENST00000340913,HNRNPA1,0.423004053,0.41462787
7608,MCCC2,5,71587297,71658704,ENST00000340941,MCCC2,0.524990373,0.548622799
2967,ADIPOR1,1,202940823,202958389,ENST00000340990,ADIPOR1,0.308589737,0.30907868
1171,FCF1,14,74713144,74738620,ENST00000341162,FCF1,0.130279914,0.14347965
NA.119,FBXL5,4,15604539,15655412,ENST00000341285,NA,NA,NA
7945,PTMA,2,231708516,231713536,ENST00000341369,PTMA,0.555448487,0.565754799
4713,DCAF5,14,69050881,69153126,ENST00000341516,DCAF5,0.42728453,0.412449847
3033,TMEM248,7,66921225,66958551,ENST00000341567,TMEM248,0.35466845,0.312989518
5730,ANKFY1,17,4163907,4263977,ENST00000341657,ANKFY1,0.459103254,0.46272122
4362,TAF9B,X,78129748,78139706,ENST00000341864,TAF9B,0.410890864,0.394328115
NA.120,LAMTOR4,7,100148907,100154203,ENST00000341942,NA,NA,NA
7421,PDPK1,16,2537964,2603188,ENST00000342085,PDPK1,0.531979489,0.541041085
2493,DPY30,2,32023892,32039812,ENST00000342166,DPY30,0.28993031,0.273473517
2833,UBE2L3,22,21567547,21624034,ENST00000342192,UBE2L3,0.366487647,0.299451987
8435,RBPJ,4,26362436,26435131,ENST00000342320,RBPJ,0.664792096,0.591271969
7546,SERINC3,20,44497431,44522109,ENST00000342374,SERINC3,0.531182083,0.546348272
7641,JAK1,1,64833229,64966504,ENST00000342505,JAK1,0.619329403,0.550448689
NA.121,SUSD6,14,69611596,69715142,ENST00000342745,NA,NA,NA
2981,NELFB,9,137255173,137273546,ENST00000343053,NELFB,0.283968462,0.309853667
5121,MAFK,7,1530714,1543043,ENST00000343242,MAFK,0.498528532,0.434128197
2044,SRSF10,1,23969083,23980327,ENST00000343255,SRSF10,0.249548756,0.235024921
604,RPS2,16,1962052,1964860,ENST00000343262,RPS2,0.077981114,0.061153084
2922,LRRC41,1,46278401,46303366,ENST00000343304,LRRC41,0.324143162,0.306100145
NA.122,TMEM203,9,137204082,137205638,ENST00000343666,NA,NA,NA
6418,SUGT1,13,52652839,52687872,ENST00000343788,SUGT1,0.549273843,0.494040471
743,MCRS1,12,49558320,49568153,ENST00000343810,MCRS1,0.080925362,0.087382061
5704,ICMT,1,6221193,6235940,ENST00000343813,ICMT,0.469278465,0.461136938
5479,UBAP2L,1,154220179,154263505,ENST00000343815,UBAP2L,0.447295135,0.449874629
1023,PYCR2,1,225919878,225924259,ENST00000343818,PYCR2,0.100425647,0.124844373
1261,RPS21,20,62387116,62388519,ENST00000343986,RPS21,0.142512261,0.155499992
5119,ZCCHC17,1,31296995,31364936,ENST00000344147,ZCCHC17,0.511245861,0.434083993
4664,KPNA1,3,122421949,122514928,ENST00000344337,KPNA1,0.424990461,0.410174203
2571,C7orf26,7,6590017,6608726,ENST00000344417,C7orf26,0.259758127,0.279450973
4652,ZNF395,8,28345585,28386466,ENST00000344423,ZNF395,0.453516454,0.409677986
4692,ABCB10,1,229516582,229558695,ENST00000344517,ABCB10,0.482997752,0.411157197
4878,USP7,16,8892094,8963484,ENST00000344836,USP7,0.433029672,0.42216517
505,MRPL20,1,1401908,1407313,ENST00000344843,MRPL20,0.030623656,0.041444105
8197,BPGM,7,134646808,134679813,ENST00000344924,BPGM,0.629415766,0.578865661
10153,BCAP31,X,153700492,153724746,ENST00000345046,BCAP31,0.708911678,0.693677401
8734,NPTN,15,73560014,73633413,ENST00000345330,NPTN,0.623323374,0.60754764
1237,UBE2G2,21,44768580,44802019,ENST00000345496,UBE2G2,0.184492455,0.152478633
1824,CLTA,9,36190923,36212056,ENST00000345519,CLTA,0.200938368,0.213588713
5514,RNF6,13,26212762,26221842,ENST00000346166,RNF6,0.417277035,0.451302625
7711,KRCC1,2,88027205,88055729,ENST00000347055,KRCC1,0.738457283,0.555109287
572,RPL36,19,5690196,5691876,ENST00000347512,RPL36,0.086734643,0.056867675
4275,RBM5,3,50088908,50119021,ENST00000347869,RBM5,0.374186094,0.389208694
4035,TM2D3,15,101641846,101652391,ENST00000347970,TM2D3,0.355692703,0.375999146
716,RAC1,7,6374523,6403977,ENST00000348035,RAC1,0.054046205,0.083560771
8153,UBE3C,7,157138913,157269372,ENST00000348165,UBE3C,0.587432204,0.576284083
258,RPL35,9,124857884,124861961,ENST00000348462,RPL35,0.013955116,-0.014830438
6730,PFKL,21,44300051,44327376,ENST00000349048,PFKL,0.531069693,0.50918463
1888,PUF60,8,143816377,143829352,ENST00000349157,PUF60,0.23470312,0.218998113
2210,CTNNB1,3,41199229,41240453,ENST00000349496,CTNNB1,0.272254466,0.248958845
3861,CSNK2A1,20,481110,543792,ENST00000349736,CSNK2A1,0.370289838,0.365055213
6434,COG3,13,45464925,45536630,ENST00000349995,COG3,0.523106716,0.494683189
1044,SAMM50,22,43955421,43996533,ENST00000350028,SAMM50,0.179184928,0.12757551
3170,PDAP1,7,99394963,99408829,ENST00000350498,PDAP1,0.324756045,0.322804597
2488,SEC13,3,10300931,10321178,ENST00000350697,SEC13,0.267065957,0.272899654
372,SNRNP35,12,123464506,123466390,ENST00000350887,SNRNP35,0.020802838,0.014185273
3375,NMD3,3,161221290,161252307,ENST00000351193,NMD3,0.369620665,0.335376477
4555,PTPN11,12,112418914,112509913,ENST00000351677,PTPN11,0.431983918,0.404916846
8815,TOR1A,9,129812944,129824134,ENST00000351698,TOR1A,0.559591675,0.610772036
10249,USP4,3,49277831,49340033,ENST00000351842,USP4,0.687193535,0.701156421
9980,CYB5R3,22,42618808,42649568,ENST00000352397,CYB5R3,0.678700199,0.682991608
9004,HNRNPUL1,19,41262496,41307598,ENST00000352456,HNRNPUL1,0.710458863,0.622031637
437,MRPL39,21,25585656,25607517,ENST00000352957,MRPL39,0.043311967,0.030786042
1095,RPL7,8,73290639,73293898,ENST00000352983,RPL7,0.159348738,0.134291495
11200,CTSB,8,11842524,11868229,ENST00000353047,CTSB,0.762044198,0.769036535
395,POLR2K,8,100150584,100154002,ENST00000353107,POLR2K,-0.013586763,0.019120371
3838,GDE1,16,19501689,19522145,ENST00000353258,GDE1,0.390639081,0.363603825
6085,HNRNPD,4,82353829,82373986,ENST00000353341,HNRNPD,0.543391542,0.479242933
1910,SPPL3,12,120762510,120904371,ENST00000353487,SPPL3,0.174495187,0.221193063
1360,BSG,19,572578,583493,ENST00000353555,BSG,0.193444714,0.166398222
5091,YWHAB,20,44885676,44908532,ENST00000353703,YWHAB,0.435710139,0.432575076
NA.123,CREB3,9,35732335,35737004,ENST00000353704,NA,NA,NA
3101,EIF4H,7,74174356,74197096,ENST00000353999,EIF4H,0.322168137,0.316978312
2763,GPX4,19,1103937,1106790,ENST00000354171,GPX4,0.324002773,0.295249767
6899,TBC1D20,20,435480,462553,ENST00000354200,TBC1D20,0.488270523,0.516373571
4791,AP2A1,19,49766968,49807112,ENST00000354293,AP2A1,0.406964582,0.416899353
6774,PPTC7,12,110533245,110583320,ENST00000354300,PPTC7,0.50054234,0.511132839
5465,CRKL,22,20917426,20953749,ENST00000354336,CRKL,0.541220011,0.44939594
2608,DDRGK1,20,3190350,3204685,ENST00000354488,DDRGK1,0.281419971,0.282357586
2764,THRAP3,1,36224416,36305357,ENST00000354618,THRAP3,0.280352966,0.295366325
2337,HNRNPA2B1,7,26189927,26200746,ENST00000354667,HNRNPA2B1,0.247484865,0.259341726
5872,SND1,7,127652180,128092607,ENST00000354725,SND1,0.446045785,0.469574444
10419,ALDH9A1,1,165662216,165698863,ENST00000354775,ALDH9A1,0.705808213,0.712341348
351,RPL15,3,23917705,23919551,ENST00000354811,RPL15,0.011109493,0.009120241
5706,AK2,1,33013044,33036992,ENST00000354858,AK2,0.487709327,0.461186454
8525,SLC39A13,11,47408631,47416496,ENST00000354884,SLC39A13,0.549424773,0.59577167
NA.124,ANAPC13,3,134477708,134486026,ENST00000354910,NA,NA,NA
4433,HTT,4,3074681,3243960,ENST00000355072,HTT,0.395076947,0.399100196
1742,GPAA1,8,144082610,144086216,ENST00000355091,GPAA1,0.220019784,0.205572958
8134,SYNCRIP,6,85608329,85642991,ENST00000355238,SYNCRIP,0.566079564,0.575578387
735,AP3M1,10,74120255,74151063,ENST00000355264,AP3M1,0.090249049,0.086121536
6860,DNAJA3,16,4425860,4456775,ENST00000355296,DNAJA3,0.534129293,0.514882607
4548,TBCD,17,82752064,82945922,ENST00000355528,TBCD,0.382797528,0.40461699
481,FBXL3,13,77005254,77027150,ENST00000355619,FBXL3,0.075678844,0.037815126
6717,UBE2H,7,129830732,129952949,ENST00000355621,UBE2H,0.526465995,0.508676566
11417,VAT1,17,43014605,43022418,ENST00000355653,VAT1,0.797615184,0.787972844
6123,MBD6,12,57522744,57530148,ENST00000355673,MBD6,0.550248558,0.480942382
11210,STRN3,14,30893799,31026401,ENST00000355683,STRN3,0.778579936,0.76989028
4956,COA4,11,73872667,73876988,ENST00000355693,COA4,0.46382271,0.427032622
1129,NDUFA5,7,123541029,123558255,ENST00000355749,NDUFA5,0.098105919,0.137865568
574,COMMD6,13,75526436,75537841,ENST00000355801,COMMD6,0.036154992,0.057216553
5248,GTF2E2,8,30578318,30658251,ENST00000355904,GTF2E2,0.429414483,0.439869859
NA.125,PRELID3B,20,59033145,59042909,ENST00000355937,NA,NA,NA
4260,PPIA,7,44796681,44801631,ENST00000355968,PPIA,0.429177023,0.388594678
9820,NPEPL1,20,58692613,58715844,ENST00000356091,NPEPL1,0.699098186,0.673061019
1241,PSMD12,17,67337916,67366627,ENST00000356126,PSMD12,0.16417136,0.15273008
7613,SLC39A1,1,153959099,153963572,ENST00000356205,SLC39A1,0.606036583,0.548970743
5189,CDC16,13,114234977,114272675,ENST00000356221,CDC16,0.442639242,0.437156111
1858,RANGAP1,22,41245611,41286251,ENST00000356244,RANGAP1,0.239733579,0.216270031
3345,RBCK1,20,408053,430966,ENST00000356286,RBCK1,0.388000342,0.33393289
5977,ARIH2,3,48918821,48986382,ENST00000356401,ARIH2,0.507005859,0.474155009
4483,IGBP1,X,70133463,70166324,ENST00000356413,IGBP1,0.423618101,0.401445703
6592,STOML2,9,35099891,35103157,ENST00000356493,STOML2,0.52099739,0.502836416
8918,PLD3,19,40348700,40378483,ENST00000356508,PLD3,0.663538827,0.617644059
5840,MAN1A2,1,117367449,117528872,ENST00000356554,MAN1A2,0.5067852,0.467961423
2793,KDM1A,1,23019448,23083689,ENST00000356634,KDM1A,0.30660202,0.297322442
4613,ATN1,12,6924463,6942321,ENST00000356654,ATN1,0.518379238,0.407660334
1434,TMEM259,19,1009648,1021179,ENST00000356663,TMEM259,0.186497144,0.174015296
2337.1,HNRNPA2B1,7,26191844,26200746,ENST00000356674,HNRNPA2B1,0.247484865,0.259341726
1961,PBRM1,3,52545352,52679714,ENST00000356770,PBRM1,0.331494794,0.226241196
7034,MOB3A,19,2071038,2096332,ENST00000357066,MOB3A,0.62146727,0.522528074
9149,DCTD,4,182890104,182917379,ENST00000357067,DCTD,0.606953442,0.629865558
1665,ADIPOR2,12,1691027,1788678,ENST00000357103,ADIPOR2,0.229433812,0.197153581
1456,DYNLRB1,20,34516409,34540958,ENST00000357156,DYNLRB1,0.187611733,0.176768178
3599,SFPQ,1,35182932,35193148,ENST00000357214,SFPQ,0.353698426,0.349700496
6039,CDC42SE1,1,151050973,151059649,ENST00000357235,CDC42SE1,0.480743941,0.47677746
9485,ASNA1,19,12737492,12748323,ENST00000357332,ASNA1,0.628701166,0.651609613
1680,FIBP,11,65883921,65888539,ENST00000357519,FIBP,0.196367906,0.198754253
NA.126,UNC50,2,98608579,98618515,ENST00000357765,NA,NA,NA
1361.1,RPLP1,15,69452814,69455547,ENST00000357790,RPLP1,0.173110407,0.16643797
2102,COPS5,8,67043079,67062317,ENST00000357849,COPS5,0.225241733,0.240297083
8533,ANKLE2,12,132725503,132761888,ENST00000357997,ANKLE2,0.601238498,0.59626848
2554,DDX47,12,12813346,12829981,ENST00000358007,DDX47,0.181666212,0.278076957
5029,RAD23B,9,107283279,107332194,ENST00000358015,RAD23B,0.462165379,0.430195729
3620,MAGT1,X,77826364,77895593,ENST00000358075,MAGT1,0.393666273,0.35103904
NA.127,DMAC1,9,7796490,7800067,ENST00000358227,NA,NA,NA
4900,WDR55,5,140664676,140672345,ENST00000358337,WDR55,0.441788396,0.423517579
4473,HNRNPAB,5,178204507,178211163,ENST00000358344,HNRNPAB,0.378636062,0.401076757
3030.1,WTAP,6,159725585,159756319,ENST00000358372,WTAP,0.308876431,0.312812987
5526,MAX,14,65075124,65102504,ENST00000358402,MAX,0.505625435,0.451777636
9898,GSTK1,7,143263443,143269129,ENST00000358406,GSTK1,0.715217131,0.678205655
662,TOMM7,7,22812632,22822851,ENST00000358435,TOMM7,0.077712729,0.072615684
6992,ARNT,1,150809705,150876768,ENST00000358595,ARNT,0.609298682,0.520787059
2904,UBL5,19,9827892,9830115,ENST00000358666,UBL5,0.3725267,0.305112129
4547,ENTPD4,8,23429152,23457695,ENST00000358689,ENTPD4,0.421358329,0.404557167
7015,ZBTB18,1,244051283,244057476,ENST00000358704,ZBTB18,0.521682688,0.521643877
6141,TTC37,5,95463895,95555007,ENST00000358746,TTC37,0.490959621,0.481850697
9442,VCP,9,35056064,35073249,ENST00000358901,VCP,0.660420344,0.648126485
NA.128,MARCH5,10,92291163,92353964,ENST00000358935,NA,NA,NA
7116,PPP6R2,22,50343304,50445090,ENST00000359139,PPP6R2,0.454108985,0.526891434
2784,SH2B1,16,28863805,28874205,ENST00000359285,SH2B1,0.288365325,0.296708694
NA.129,ZRANB1,10,124942123,124988189,ENST00000359653,NA,NA,NA
1746,DDA1,19,17309531,17323301,ENST00000359866,DDA1,0.208120943,0.206383464
